Customer Account ID,Site ID,Modem Serial Number,Model,Connection Speed (Mbps),Uptime (days),Signal Strength (dBm),Packet Loss (%),Error Rate (%),SNR (Signal-to-Noise Ratio),RSSI (Received Signal Strength Indicator),Modulation Type,Error Type,Error Count,Temperature (°C),Power Level (dBm),Last Checkup Date,Failure Date,Next Predicted Failure (days)
ACC-65950,SITE-6789,cb0db0d0,Motorola MB7621,1203.11,85,-41.8,3.75,4.33,17.56,-79.09,QPSK,Sync Loss,95,30.1,-0.69,2023-11-21,2024-10-05,319
ACC-65752,SITE-4990,896ba885,Motorola MB7621,447.03,70,-31.7,6.78,2.11,46.87,-117.57,QAM64,Sync Loss,227,77.1,-0.38,2023-01-14,2023-06-06,143
ACC-30543,SITE-3271,6db6a881,TP-Link Archer C7,1084.44,135,-62.9,1.05,2.18,11.81,-89.89,QAM16,Overheating,215,54.3,-6.5,2023-09-24,2024-07-25,305
ACC-20693,SITE-6977,e43b9f0d,Motorola MB7621,1324.8,85,-66.5,3.88,3.51,16.17,-77.82,QAM16,Overheating,254,31.5,-5.87,2023-07-23,2024-07-07,350
ACC-48624,SITE-5463,592be392,Netgear CM500,635.74,10,-63.9,8.46,0.77,34.62,-59.3,QAM16,Packet Drops,287,53.5,-4.3,2020-08-29,2021-01-16,140
ACC-49129,SITE-9620,30e0f0cf,TP-Link Archer C7,684.29,199,-49.3,5.65,3.53,31.82,-71.69,QPSK,Signal Fading,390,45.2,-5.0,2023-01-26,2023-12-23,331
ACC-89015,SITE-8340,6336221d,Netgear CM500,1249.35,202,-52.3,4.13,0.09,36.38,-80.01,QPSK,Overheating,474,45.8,-9.95,2021-07-06,2022-01-26,204
ACC-59918,SITE-4628,9560a88a,Arris TG2492,452.64,343,-49.1,4.89,1.3,42.97,-62.6,QAM64,Packet Drops,56,55.9,-3.66,2021-06-27,2021-10-25,120
ACC-52428,SITE-2534,b7d34df3,Arris TG2492,405.73,356,-70.6,5.09,0.94,45.65,-45.05,QAM256,Signal Fading,78,49.4,2.32,2023-10-18,2023-11-04,17
ACC-28268,SITE-9527,d5be0798,TP-Link Archer C7,385.11,43,-49.1,8.1,3.07,49.2,-70.49,QAM16,Signal Fading,369,30.7,6.9,2023-01-03,2023-02-22,50
ACC-18678,SITE-3494,0bee61d1,Netgear CM500,306.83,166,-44.7,8.73,0.18,42.41,-96.05,QAM256,CRC Errors,346,61.8,-4.94,2022-09-07,2023-01-19,134
ACC-45832,SITE-4106,dbf7122f,Arris TG2492,295.69,74,-39.1,1.58,3.56,43.33,-90.35,QAM256,CRC Errors,375,68.7,-1.7,2020-03-24,2021-02-24,337
ACC-92489,SITE-2922,2e2c4a5b,Motorola MB7621,428.73,245,-34.4,1.67,0.64,26.86,-60.29,QPSK,CRC Errors,170,43.7,5.66,2023-09-19,2024-04-09,203
ACC-40197,SITE-4301,cd60c432,TP-Link Archer C7,427.72,206,-31.6,8.19,2.85,46.98,-111.75,QPSK,Packet Drops,423,76.9,-1.24,2023-05-22,2023-09-23,124
ACC-33445,SITE-9172,cf926ca8,Netgear CM500,455.77,194,-88.0,3.86,1.54,13.69,-75.86,QPSK,Packet Drops,366,80.1,-6.81,2022-10-18,2023-05-02,196
ACC-62534,SITE-5085,700fd00f,TP-Link Archer C7,748.11,88,-40.6,0.14,1.75,40.18,-73.39,QAM256,Signal Fading,353,57.8,1.23,2023-06-28,2023-11-25,150
ACC-40819,SITE-1077,62d7f436,TP-Link Archer C7,285.43,24,-30.7,5.69,3.08,46.69,-100.51,QAM256,Packet Drops,55,46.8,-1.22,2023-03-18,2023-10-24,220
ACC-59779,SITE-4253,c7171781,Technicolor CGM4231,595.71,250,-71.1,8.65,0.99,47.09,-111.87,QPSK,Packet Drops,177,35.9,-0.19,2021-04-29,2021-10-14,168
ACC-32208,SITE-5226,fee25b98,TP-Link Archer C7,154.7,136,-81.8,8.65,4.1,44.05,-87.78,QAM16,Packet Drops,295,69.8,-2.7,2020-06-02,2020-06-12,10
ACC-77442,SITE-7054,edb164fb,Motorola MB7621,1316.02,85,-99.2,6.44,1.68,49.06,-109.84,QAM16,Sync Loss,335,71.1,0.32,2023-09-15,2024-02-16,154
ACC-66195,SITE-7453,810595c0,TP-Link Archer C7,1021.79,311,-73.9,2.82,1.15,20.72,-88.94,QAM16,Signal Fading,217,35.2,-4.82,2020-10-10,2020-12-19,70
ACC-97593,SITE-3147,bc9b8d6a,TP-Link Archer C7,1195.4,89,-35.8,3.0,2.62,14.68,-78.92,QAM64,Sync Loss,72,70.2,-8.58,2022-10-18,2023-04-17,181
ACC-76269,SITE-4509,51d810e3,TP-Link Archer C7,855.77,107,-60.5,3.86,0.46,46.59,-49.87,QPSK,CRC Errors,478,32.7,-5.83,2021-10-20,2022-03-13,144
ACC-77172,SITE-1169,63ab22df,TP-Link Archer C7,798.16,272,-75.1,3.35,0.36,44.03,-60.93,QAM64,CRC Errors,73,48.9,9.42,2023-09-02,2023-11-12,71
ACC-72320,SITE-1849,4c05d2aa,Arris TG2492,496.63,231,-63.5,9.86,2.08,10.97,-64.45,QPSK,Sync Loss,225,49.3,4.18,2023-01-24,2023-05-19,115
ACC-41076,SITE-1607,563d661d,Motorola MB7621,958.09,224,-94.4,8.64,2.91,21.2,-85.14,QAM16,Signal Fading,380,74.5,4.35,2020-06-10,2020-11-12,155
ACC-56013,SITE-2558,cbea3f6b,Arris TG2492,415.23,100,-67.7,8.88,4.33,12.78,-101.77,QPSK,Sync Loss,251,83.8,-3.67,2021-11-13,2022-03-20,127
ACC-50985,SITE-2010,09237fa4,Arris TG2492,1356.65,51,-45.0,1.17,3.0,36.75,-58.07,QAM16,Signal Fading,80,37.8,8.55,2020-05-25,2021-01-29,249
ACC-77130,SITE-8687,0f2aea3c,Motorola MB7621,771.74,87,-59.2,7.51,1.65,46.89,-45.96,QAM16,CRC Errors,70,81.9,-7.42,2023-05-12,2023-11-29,201
ACC-87732,SITE-9508,2cddbbd9,Arris TG2492,407.63,59,-82.5,0.96,2.64,43.34,-96.78,QAM64,Sync Loss,478,68.9,0.62,2020-03-18,2020-08-24,159
ACC-60758,SITE-1494,3ffc9885,Netgear CM500,1218.69,310,-64.3,8.75,4.79,11.16,-111.39,QAM64,Signal Fading,64,67.9,8.56,2023-10-08,2024-03-11,155
ACC-28276,SITE-1735,4a9ff55e,Arris TG2492,598.85,65,-64.3,4.25,3.27,12.62,-60.63,QPSK,Overheating,299,38.5,-1.39,2022-05-10,2022-06-29,50
ACC-99786,SITE-7070,19481317,Motorola MB7621,1332.59,93,-38.9,4.14,4.96,43.59,-42.32,QAM64,Packet Drops,296,35.6,-6.52,2023-07-06,2024-04-28,297
ACC-62333,SITE-2157,f437dfc3,Motorola MB7621,1084.74,215,-97.6,7.76,0.73,27.87,-91.49,QPSK,Sync Loss,411,42.7,4.17,2022-05-10,2022-09-16,129
ACC-67312,SITE-8265,46fbd477,Motorola MB7621,980.41,153,-33.7,4.13,4.98,33.23,-117.17,QPSK,Packet Drops,246,37.3,-0.2,2023-07-29,2024-01-07,162
ACC-67754,SITE-9479,ed329fce,Netgear CM500,406.79,173,-64.9,9.22,4.85,12.48,-89.72,QPSK,Packet Drops,24,71.9,9.45,2023-12-16,2024-08-03,231
ACC-69717,SITE-3847,e1ac5fad,TP-Link Archer C7,1057.75,167,-74.6,9.13,0.75,23.22,-46.62,QAM64,CRC Errors,361,53.5,-4.2,2020-09-18,2021-01-28,132
ACC-13701,SITE-4165,ba0b2634,Netgear CM500,160.85,51,-57.3,7.05,0.08,46.58,-45.52,QAM16,Sync Loss,286,64.3,7.16,2022-02-02,2022-08-16,195
ACC-76703,SITE-2202,d38b5102,Netgear CM500,304.26,14,-77.7,2.55,0.79,35.9,-49.51,QPSK,Overheating,436,61.1,-0.3,2022-10-22,2023-01-22,92
ACC-24030,SITE-7744,fa87b240,TP-Link Archer C7,993.44,203,-92.9,7.78,0.37,32.84,-103.08,QAM256,Packet Drops,439,59.2,-7.56,2022-10-19,2023-09-12,328
ACC-58957,SITE-9262,ec920c5a,TP-Link Archer C7,1056.33,319,-48.5,1.82,3.49,27.96,-87.38,QAM16,Signal Fading,498,49.8,-5.13,2022-03-17,2022-10-21,218
ACC-70148,SITE-3308,fa9217da,Arris TG2492,429.76,163,-94.4,3.97,4.11,32.64,-92.84,QAM16,Overheating,475,47.1,4.2,2020-09-18,2020-11-06,49
ACC-90749,SITE-1055,d6c292ad,Arris TG2492,591.15,184,-64.7,0.96,2.38,31.83,-113.42,QAM16,Signal Fading,139,77.9,6.96,2021-08-19,2022-04-27,251
ACC-54927,SITE-1786,6b06b21a,Arris TG2492,437.54,141,-45.0,8.91,1.5,10.2,-115.12,QAM256,Packet Drops,334,30.0,-5.76,2023-05-05,2023-07-29,85
ACC-34357,SITE-8484,651ff290,Technicolor CGM4231,1155.13,37,-85.7,0.35,0.9,13.19,-100.64,QAM256,CRC Errors,132,65.8,-7.98,2020-01-28,2020-04-06,69
ACC-40709,SITE-9700,07f68a3f,Netgear CM500,643.06,166,-66.5,5.3,1.11,35.72,-84.55,QPSK,Sync Loss,373,49.9,-8.99,2020-07-20,2020-12-06,139
ACC-54075,SITE-1948,378a24f4,Motorola MB7621,1456.09,171,-99.7,6.35,1.18,19.59,-73.78,QAM256,Packet Drops,160,84.4,-1.15,2023-08-19,2024-03-21,215
ACC-67713,SITE-1329,ced7cc43,Arris TG2492,792.52,82,-81.2,2.54,3.85,13.07,-68.75,QPSK,CRC Errors,92,71.3,-3.44,2020-10-09,2021-09-02,328
ACC-11961,SITE-8988,e1a3044a,TP-Link Archer C7,1142.91,16,-94.0,1.22,1.02,41.56,-84.89,QAM16,Packet Drops,239,64.2,-6.89,2020-07-18,2020-12-26,161
ACC-48816,SITE-1988,6635f82b,Technicolor CGM4231,507.86,47,-73.4,7.05,2.04,30.94,-74.05,QAM16,Packet Drops,94,31.5,3.75,2022-01-04,2022-02-16,43
ACC-99996,SITE-5711,1279766b,Netgear CM500,269.2,59,-65.1,0.84,1.75,10.17,-73.8,QAM256,CRC Errors,489,30.9,9.47,2023-04-02,2023-12-06,248
ACC-64158,SITE-9015,9583bf44,Motorola MB7621,1169.09,47,-52.9,9.21,3.85,42.55,-43.68,QAM64,Sync Loss,42,45.1,-0.97,2020-12-03,2021-07-07,216
ACC-95916,SITE-2070,14ce2af8,Arris TG2492,120.62,57,-73.0,1.53,0.0,18.01,-72.26,QAM256,Overheating,108,41.0,1.31,2022-03-19,2023-01-11,298
ACC-39728,SITE-7980,cd43abaf,TP-Link Archer C7,141.3,123,-81.1,0.86,2.45,38.42,-64.33,QAM256,Packet Drops,108,68.0,7.28,2023-01-24,2023-12-14,324
ACC-69656,SITE-9323,27133236,Netgear CM500,1309.29,323,-59.6,3.87,3.45,33.09,-84.63,QAM16,CRC Errors,254,33.5,-5.09,2023-08-23,2024-02-20,181
ACC-98153,SITE-7669,0bbc1462,Arris TG2492,725.44,67,-87.1,7.49,4.46,17.43,-75.85,QPSK,Packet Drops,392,30.5,-1.79,2022-08-03,2022-08-31,28
ACC-27413,SITE-6267,dc224444,Technicolor CGM4231,209.58,20,-37.0,9.76,1.52,19.53,-106.19,QAM256,Overheating,49,36.8,5.37,2022-03-03,2023-02-22,356
ACC-80846,SITE-1581,ac63d341,Technicolor CGM4231,1474.18,73,-73.1,7.66,4.98,44.77,-71.2,QAM16,Packet Drops,454,68.5,7.45,2022-01-21,2022-08-26,217
ACC-11057,SITE-8383,cc0faa62,TP-Link Archer C7,759.38,56,-72.5,9.39,2.33,37.81,-67.85,QAM256,Signal Fading,450,67.4,-4.44,2021-08-25,2022-04-13,231
ACC-38801,SITE-7648,92b4953e,Arris TG2492,710.63,285,-48.0,5.47,0.4,40.77,-114.7,QAM256,Sync Loss,5,72.8,1.25,2023-11-20,2024-05-08,170
ACC-35904,SITE-3471,223d9ee5,Netgear CM500,801.71,260,-35.9,0.4,2.37,46.33,-65.51,QAM16,Packet Drops,318,74.1,-0.34,2023-09-11,2023-10-19,38
ACC-67933,SITE-3416,168a11f9,Arris TG2492,1460.68,321,-61.4,8.84,2.92,40.1,-61.91,QAM16,Packet Drops,403,68.1,-8.31,2020-06-14,2021-02-27,258
ACC-81937,SITE-5063,47efd28b,TP-Link Archer C7,347.29,210,-52.4,1.96,3.06,10.23,-49.64,QAM64,Overheating,480,35.1,-3.8,2021-04-07,2021-09-05,151
ACC-69574,SITE-7650,ee71f8a5,Technicolor CGM4231,1258.69,227,-58.4,4.22,1.0,13.14,-94.92,QPSK,CRC Errors,478,31.6,2.36,2021-11-11,2022-07-28,259
ACC-26704,SITE-2014,53030feb,Netgear CM500,746.94,193,-31.2,0.4,2.63,24.21,-55.32,QAM64,Sync Loss,314,39.5,3.94,2021-05-13,2022-03-08,299
ACC-57092,SITE-1133,cd0a7156,Technicolor CGM4231,923.83,206,-98.6,7.8,2.96,34.36,-79.49,QAM16,Overheating,320,60.5,0.22,2020-06-17,2021-05-03,320
ACC-27561,SITE-5684,43f5c817,Arris TG2492,478.39,3,-33.0,0.76,4.17,42.31,-45.99,QAM256,CRC Errors,179,62.2,-5.61,2022-12-23,2023-05-20,148
ACC-14603,SITE-2948,c1a7f074,Technicolor CGM4231,1043.23,193,-66.7,6.82,3.03,33.04,-66.62,QAM256,Packet Drops,278,60.0,8.61,2022-12-23,2023-06-28,187
ACC-16870,SITE-7912,ece49870,Arris TG2492,707.67,5,-89.4,2.54,3.03,22.81,-56.42,QAM16,CRC Errors,150,60.3,0.65,2021-09-19,2021-11-21,63
ACC-32819,SITE-5647,dcae1493,Motorola MB7621,525.14,330,-48.8,5.15,2.4,48.46,-56.56,QAM16,Packet Drops,44,66.1,-6.47,2020-07-03,2020-11-13,133
ACC-63496,SITE-7972,f0fae803,Netgear CM500,149.03,237,-57.7,6.27,2.55,28.41,-76.07,QAM256,Signal Fading,340,71.5,-2.35,2023-09-02,2024-01-21,141
ACC-81456,SITE-6460,13d93115,TP-Link Archer C7,1476.18,243,-61.5,2.99,2.87,40.8,-72.78,QPSK,Packet Drops,364,65.3,5.79,2021-06-22,2022-04-19,301
ACC-66620,SITE-6043,f4074f48,Technicolor CGM4231,854.8,205,-32.4,7.74,4.95,12.16,-81.59,QAM64,CRC Errors,206,41.0,-9.8,2022-09-01,2023-05-23,264
ACC-28783,SITE-9531,e9bb7948,TP-Link Archer C7,1319.32,126,-38.5,4.59,1.23,40.54,-68.43,QAM64,Signal Fading,303,46.8,2.82,2023-11-17,2024-05-21,186
ACC-30990,SITE-4183,af98bbb1,Netgear CM500,236.59,305,-79.4,1.0,0.96,12.29,-53.54,QAM16,Sync Loss,495,84.8,-8.51,2021-01-30,2021-10-08,251
ACC-18310,SITE-6857,407d5857,TP-Link Archer C7,1039.69,365,-83.1,9.43,2.29,39.19,-66.66,QAM64,Signal Fading,415,37.4,-3.35,2023-01-08,2023-08-02,206
ACC-11373,SITE-1297,520540b2,Netgear CM500,1122.05,136,-92.1,6.7,1.33,48.12,-82.0,QPSK,Signal Fading,335,42.0,-0.11,2020-11-27,2020-12-15,18
ACC-27783,SITE-8397,eee86a49,Arris TG2492,1442.73,205,-79.9,2.54,2.18,49.04,-109.01,QPSK,CRC Errors,327,50.9,-5.26,2022-08-15,2022-09-16,32
ACC-74534,SITE-6622,7c22a587,Motorola MB7621,267.77,122,-56.8,9.8,1.19,23.83,-86.95,QAM16,Sync Loss,264,45.4,-4.22,2021-03-18,2022-03-02,349
ACC-25041,SITE-2064,1a055d6c,Arris TG2492,733.2,91,-36.2,5.37,0.57,23.32,-115.64,QAM64,CRC Errors,79,42.5,-5.51,2021-08-11,2022-03-19,220
ACC-90290,SITE-1837,253ff18a,Technicolor CGM4231,476.72,41,-40.0,9.07,0.14,25.78,-65.0,QPSK,Overheating,212,34.5,3.42,2022-09-12,2023-08-02,324
ACC-71516,SITE-4375,6fd5bf35,Technicolor CGM4231,864.11,347,-41.6,0.68,4.61,11.69,-48.53,QAM256,Sync Loss,469,37.9,5.99,2020-07-08,2021-06-05,332
ACC-91968,SITE-5089,347a979f,Technicolor CGM4231,1317.93,290,-32.1,7.96,4.01,37.13,-112.82,QAM16,Sync Loss,444,50.0,-2.22,2022-09-21,2022-12-14,84
ACC-70708,SITE-1053,d5a2f4f8,Motorola MB7621,1322.2,117,-30.0,3.8,4.45,29.47,-117.37,QAM64,CRC Errors,294,84.5,-8.35,2021-12-23,2022-05-22,150
ACC-71487,SITE-9910,096f0e63,TP-Link Archer C7,789.7,108,-67.2,9.17,3.01,30.86,-86.33,QPSK,CRC Errors,127,38.2,0.41,2023-01-14,2023-08-06,204
ACC-34574,SITE-2805,42fe0f53,Netgear CM500,630.94,23,-65.7,2.81,4.89,34.16,-76.65,QAM64,CRC Errors,296,77.1,4.95,2022-11-16,2023-08-18,275
ACC-84681,SITE-8750,fa0097b1,TP-Link Archer C7,710.41,184,-81.4,4.62,4.37,18.02,-99.08,QAM256,CRC Errors,303,40.8,9.08,2021-07-21,2022-05-06,289
ACC-79298,SITE-1790,97a1f894,Netgear CM500,941.53,306,-84.5,0.59,2.2,30.16,-59.82,QAM16,Overheating,337,71.6,-2.61,2022-06-13,2023-05-01,322
ACC-96022,SITE-8358,ce280f43,Arris TG2492,1016.65,263,-45.0,5.85,2.15,25.49,-96.39,QAM16,CRC Errors,58,41.6,-9.74,2020-11-15,2021-05-27,193
ACC-36584,SITE-5296,bf05731e,TP-Link Archer C7,980.77,123,-51.7,9.67,4.87,28.22,-117.34,QAM16,Signal Fading,190,76.8,6.57,2021-05-31,2021-10-31,153
ACC-35941,SITE-1754,e0e56a42,TP-Link Archer C7,927.82,345,-70.9,8.8,2.27,49.92,-116.78,QAM16,Packet Drops,350,34.1,-8.42,2022-11-15,2023-01-20,66
ACC-90979,SITE-9212,88bc0647,Motorola MB7621,545.65,298,-67.9,7.41,0.46,49.94,-100.28,QPSK,Packet Drops,294,53.2,-2.87,2020-09-09,2020-10-23,44
ACC-50184,SITE-7193,96c9f2c4,Arris TG2492,1245.81,36,-69.9,5.87,0.14,13.35,-118.7,QPSK,Overheating,339,51.4,-6.12,2020-05-20,2021-01-11,236
ACC-52699,SITE-9199,2de4c8d7,Motorola MB7621,1248.06,302,-73.7,6.85,4.46,17.3,-51.21,QAM256,Packet Drops,317,33.6,0.26,2023-12-01,2024-04-13,134
ACC-67663,SITE-7503,f79693c8,Technicolor CGM4231,1193.42,8,-91.6,9.71,4.68,29.28,-42.48,QAM16,Sync Loss,209,36.9,-7.49,2020-06-12,2020-10-14,124
ACC-18024,SITE-6194,6dfedc7d,Technicolor CGM4231,693.85,329,-40.3,7.49,1.43,42.35,-102.86,QAM256,Signal Fading,326,47.3,-2.94,2020-02-25,2021-01-30,340
ACC-58148,SITE-1234,f6d4d0fe,Technicolor CGM4231,408.67,194,-70.0,7.27,4.68,31.95,-98.15,QPSK,Sync Loss,291,46.7,-1.3,2021-09-28,2022-03-27,180
ACC-75276,SITE-9401,336aef7a,Arris TG2492,198.69,65,-85.0,5.27,0.78,11.11,-97.71,QAM16,Packet Drops,424,79.5,-3.26,2023-10-08,2024-02-21,136
ACC-43531,SITE-7363,2df34200,Netgear CM500,1378.45,14,-68.6,2.7,4.39,41.92,-108.79,QPSK,Overheating,443,36.4,-6.74,2020-12-22,2021-06-10,170
ACC-17115,SITE-2431,bb249133,Technicolor CGM4231,1445.58,221,-78.9,0.09,1.65,19.36,-70.95,QPSK,Signal Fading,209,37.1,6.98,2022-05-27,2023-03-21,298
ACC-83721,SITE-6369,b80dbe4c,Technicolor CGM4231,149.44,228,-32.1,0.21,4.96,15.89,-52.99,QAM16,Overheating,330,33.0,7.79,2020-01-06,2020-07-20,196
ACC-71162,SITE-1180,2decae6f,Motorola MB7621,1310.74,143,-88.7,7.98,4.74,36.3,-75.22,QAM64,Packet Drops,11,43.2,9.33,2023-04-25,2023-10-14,172
ACC-27109,SITE-9331,ea58c6ba,Motorola MB7621,1098.01,155,-51.4,1.52,3.32,39.29,-67.73,QAM256,Overheating,292,75.7,-1.89,2023-08-02,2024-06-02,305
ACC-77214,SITE-2233,11d11336,TP-Link Archer C7,1009.82,355,-86.6,4.73,0.03,27.51,-51.19,QAM256,CRC Errors,197,37.3,7.83,2021-04-10,2021-12-17,251
ACC-27450,SITE-6730,af307f20,Technicolor CGM4231,852.1,11,-55.2,0.71,0.34,35.42,-108.86,QPSK,CRC Errors,50,65.9,-2.85,2020-08-30,2021-02-08,162
ACC-61223,SITE-5810,1bcd9bbe,TP-Link Archer C7,1306.32,233,-73.7,2.41,2.5,12.48,-76.05,QAM64,Sync Loss,230,59.3,-4.02,2020-12-17,2021-01-17,31
ACC-82976,SITE-5747,af1a1d61,Motorola MB7621,105.41,309,-58.6,2.57,0.06,10.63,-82.0,QAM64,Signal Fading,87,69.0,-0.9,2023-01-24,2023-05-12,108
ACC-46446,SITE-9846,a0521d59,Motorola MB7621,573.52,113,-48.8,3.17,3.98,23.79,-48.88,QAM16,Sync Loss,443,55.1,-3.09,2023-08-14,2024-02-29,199
ACC-98903,SITE-2836,ff1aeb0f,Netgear CM500,509.98,11,-77.7,3.87,4.36,28.81,-98.5,QAM64,Packet Drops,404,37.5,-4.83,2020-06-17,2021-02-21,249
ACC-36986,SITE-5503,503af8f7,Motorola MB7621,106.56,307,-65.3,6.46,2.79,25.45,-113.55,QAM16,Packet Drops,107,45.8,9.56,2021-07-18,2021-10-07,81
ACC-32440,SITE-2108,51eaa144,TP-Link Archer C7,564.22,170,-38.6,7.19,4.62,43.98,-109.31,QAM16,Overheating,39,82.9,3.16,2021-03-16,2021-12-16,275
ACC-53499,SITE-1061,02a84241,Motorola MB7621,459.14,54,-80.9,2.39,4.09,39.31,-102.2,QPSK,Packet Drops,22,60.5,5.75,2022-11-09,2023-09-23,318
ACC-53806,SITE-5466,eb8be562,Arris TG2492,1206.41,200,-82.6,0.8,1.85,41.07,-69.63,QAM16,Overheating,382,49.4,-9.94,2021-04-14,2021-06-29,76
ACC-31408,SITE-5040,14597e43,Technicolor CGM4231,1292.09,231,-34.8,0.65,4.76,45.44,-49.06,QAM256,Packet Drops,153,41.6,-7.05,2023-03-05,2023-04-10,36
ACC-67889,SITE-6867,8210ad29,Netgear CM500,431.61,93,-39.0,5.35,0.59,20.21,-94.83,QAM16,Sync Loss,6,34.9,-3.52,2023-09-01,2024-07-04,307
ACC-26772,SITE-3220,7916b346,Technicolor CGM4231,1439.81,74,-80.2,6.91,2.52,46.53,-71.91,QAM64,Packet Drops,390,39.5,-7.41,2021-11-02,2022-01-10,69
ACC-91001,SITE-5571,ef53061b,TP-Link Archer C7,681.33,180,-48.5,6.16,2.08,28.63,-97.3,QAM16,Overheating,158,44.7,-6.49,2023-10-20,2024-08-22,307
ACC-40595,SITE-5499,623374d9,Netgear CM500,1242.0,107,-70.1,6.47,0.84,47.59,-84.29,QAM16,Sync Loss,284,57.7,-4.68,2021-08-14,2022-04-07,236
ACC-40333,SITE-9594,c3a11363,TP-Link Archer C7,801.49,129,-87.3,5.75,4.73,14.21,-69.27,QAM256,Overheating,56,65.0,-7.36,2021-05-08,2022-04-02,329
ACC-10594,SITE-6164,b6028a4c,Motorola MB7621,147.27,342,-94.9,2.81,0.28,24.15,-95.28,QAM16,Sync Loss,251,74.9,2.66,2022-07-17,2023-01-18,185
ACC-10496,SITE-2075,2c45d4c3,TP-Link Archer C7,481.41,166,-30.0,8.31,1.51,41.44,-45.02,QAM64,Signal Fading,391,32.0,9.53,2023-10-04,2024-02-09,128
ACC-18823,SITE-6479,5391c6bc,Motorola MB7621,1167.94,346,-57.6,2.79,0.1,26.53,-61.99,QAM64,Signal Fading,453,34.8,0.85,2023-05-31,2023-07-23,53
ACC-90200,SITE-5039,eec6a9c8,Technicolor CGM4231,969.77,338,-33.7,7.38,1.34,32.45,-44.28,QAM16,Overheating,43,75.1,-0.25,2023-08-21,2024-08-20,365
ACC-98939,SITE-4004,76ea2072,TP-Link Archer C7,1389.6,334,-71.3,1.64,4.0,40.9,-73.27,QPSK,Packet Drops,236,49.6,2.52,2021-10-27,2022-02-06,102
ACC-46322,SITE-6846,7664ddce,Technicolor CGM4231,507.98,107,-97.5,2.61,4.89,15.54,-50.11,QAM16,Sync Loss,4,42.6,8.3,2022-03-15,2022-07-28,135
ACC-69512,SITE-6547,49de7e6e,Technicolor CGM4231,1428.0,195,-64.6,5.48,3.15,36.0,-95.47,QAM256,Sync Loss,200,32.1,-2.27,2022-08-31,2023-08-04,338
ACC-45377,SITE-7267,478cd9a8,Arris TG2492,450.85,218,-46.7,8.99,3.54,17.48,-45.0,QAM256,Packet Drops,206,56.3,-3.83,2020-04-22,2020-09-05,136
ACC-39018,SITE-2242,2fe74f43,Arris TG2492,881.41,249,-51.1,2.55,2.09,47.39,-51.32,QPSK,Signal Fading,361,80.8,2.42,2022-12-04,2023-09-13,283
ACC-58422,SITE-4433,e1ae9694,Technicolor CGM4231,875.07,23,-96.5,0.36,2.61,19.3,-113.79,QPSK,CRC Errors,73,35.1,-0.41,2021-11-07,2022-02-04,89
ACC-31590,SITE-2995,7034b96d,TP-Link Archer C7,195.0,197,-57.9,7.13,2.14,37.59,-70.72,QAM256,Sync Loss,196,53.2,3.82,2020-12-11,2021-06-28,199
ACC-90367,SITE-6558,0b218778,Netgear CM500,376.1,53,-75.8,7.64,1.36,31.31,-75.01,QPSK,Signal Fading,380,52.2,-8.98,2022-03-25,2023-03-10,350
ACC-53204,SITE-5485,8a216af1,Motorola MB7621,966.7,28,-32.9,5.94,0.67,21.79,-115.74,QAM16,Signal Fading,299,43.5,5.44,2021-07-28,2022-05-21,297
ACC-49562,SITE-1210,95f0f191,Technicolor CGM4231,913.11,358,-91.5,5.73,2.02,37.42,-84.29,QPSK,Packet Drops,281,33.4,-1.53,2022-05-17,2022-06-06,20
ACC-71421,SITE-3740,5fb9e9ad,Netgear CM500,604.49,345,-36.3,3.75,0.65,27.93,-65.56,QAM256,CRC Errors,79,65.5,-9.2,2021-06-17,2021-12-02,168
ACC-88539,SITE-8815,fe5c2b69,Arris TG2492,368.14,24,-94.3,6.65,3.78,12.27,-109.44,QAM256,Packet Drops,200,65.7,9.37,2021-03-13,2021-10-18,219
ACC-25383,SITE-8292,0113041a,Technicolor CGM4231,1378.47,226,-72.9,1.56,2.62,38.42,-112.57,QPSK,Overheating,486,46.0,7.17,2020-06-21,2021-02-10,234
ACC-69213,SITE-5797,fa9ae296,TP-Link Archer C7,470.26,60,-51.5,3.37,0.4,16.13,-104.33,QAM64,CRC Errors,86,45.0,-7.48,2020-06-08,2020-10-21,135
ACC-33122,SITE-7977,840ca86e,TP-Link Archer C7,422.73,89,-90.9,6.52,4.58,48.52,-51.99,QPSK,Overheating,431,76.1,1.42,2022-11-11,2023-09-07,300
ACC-58028,SITE-6861,4b48b08a,Motorola MB7621,1134.14,58,-32.6,6.04,4.29,18.42,-118.54,QPSK,Packet Drops,123,56.9,4.3,2020-09-13,2020-10-22,39
ACC-49813,SITE-9064,e3448cd9,Motorola MB7621,918.94,343,-45.1,2.59,3.33,35.89,-43.41,QPSK,Overheating,481,84.5,-2.06,2020-07-25,2020-10-04,71
ACC-52153,SITE-1484,a78e399d,TP-Link Archer C7,1243.37,280,-47.5,1.01,2.19,48.48,-97.88,QAM16,Signal Fading,370,58.8,4.71,2022-02-01,2022-07-23,172
ACC-44165,SITE-2684,68c8f045,Motorola MB7621,242.96,237,-91.1,3.24,1.15,44.44,-43.87,QAM16,Signal Fading,93,37.3,9.28,2020-08-08,2021-01-21,166
ACC-64829,SITE-5589,ea69879a,Motorola MB7621,740.4,249,-79.7,0.07,1.18,32.01,-117.06,QPSK,CRC Errors,391,65.2,-5.19,2021-05-28,2022-03-24,300
